ID,Herausforderungsvorschlag,Rahmenbedingungen,Zielgruppe,Sektor,Eingereicht von,Bundesland,PLZ,Kontakt anfragen,,
100104,Wie können wir im Zuge der Sanierung der Hauptverkehrsachse von Bad Laasphe (B62) bei einer divergierenden Interessens- und Erwartungslage bezüglich der Gestaltung der angrenzenden öffentlichen Funktionsbereiche eine Optimierung ebendieser Bereiche erreichen?,"Die geplante Sanierung der Bundesstraße 62 in Bad Laasphe betrifft die zentrale Verkehrsachse der Kleinstadt. Unabhängig von Art und Umfang der Sanierung sind fast alle gesellschaftlichen Akteure in der Stadt von dieser über mehrere Abschnitte und Jahre vorgesehenen Baumaßnahme erheblich betroffen (als Anlieger, Grundstückseigentümer, Einzelhändler, Nutzer,...). Im Zuge der Sanierung wird eine optimierte Gestaltung der Straßenrandbereiche gewünscht. Jedoch treffen hier unterschiedlichste Interessenlagen aufeinander (z.B. mehr Parkplätze vs. breitere Gehwege vs. Radwege). Der zu sanierende Abschnitt befindet sich in der Kernstadt Bad Laasphes und in einer typischen Tallage, parallel zur DB-Strecke. Die Topografie stellt eine Herausforderung dar, da sie wenig Gestaltungsspielraum zulässt.","Nutzer/innen und Anlieger/innen der Straße, Einzelhandel, Dienstleister, Handwerker, Tourismus, Feuerwehr und Rettungsdienste, ÖPNV, Schulen, Stadt Bad Laasphe",Verwaltung & Politik – Kommunen,Stadt Bad Laasphe,Nordrhein-Westfalen,57334,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100104,,
100595,"Wie können wir gemeinsam mit allen Akteuren die öffentlichen Räume und Innenstadtimmobilien mit neuen Nutzungsideen versehen, wenn die Digitalisierung (Online-Handel, Digitalisierung von Dienstleistungen etc.) bisherige innerstädtische Leitnutzungen zum Teil stark verdrängt?","(Bau)rechtliche und bodenrechtliche Rahmenbedingungen sind zu beachten. Es dürfen/sollten alle Bereiche einer multifunktionalen Innenstadt betrachtet werden (Handel, Wohnen, Arbeiten, Kultur, Freizeit, Tourismus).","Innenstadtbesucher/innen, Einzelhändler/innen, Gastronomiebetriebe, Immobilieneigentümer/innen, Bewohner/innen, Kulturstätten, Startups, Gewerbetreibende.",Verwaltung & Politik – Kommunen,Stadt Bayreuth,Bayern,95444,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100595,,
100597,Wie können wir in Bayreuth eine attraktive Innenstadt für die gesamte Stadtgesellschaft gestalten?,,"Innenstadtbesucher/innen, Einzelhändler/innen, Gastronomiebetriebe, Immobilieneigentümer/innen, Bewohner/innen, Kulturstätten, Startups, Gewerbetreibende.",Verwaltung & Politik – Kommunen,Stadt Bayreuth,Bayern,95444,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100597,,
100404,"Wie können wir die Innenstadt eines Mittelzentrums im ländlichen Raum unter Förderung, aber nicht alleiniger Fokussierung auf den Einzelhandel attraktiv und zukunftsfähig gestalten?",Probleme des Einzelhandels durch Onlinehandel und wirtschaftliche Einbußen in der Coronazeit / Hohe Identitätswirkung der Innenstadt / Bedeutender Standortfaktor ‚Innenstadt/Einzelhandel‘ und damit Wirtschaftsfaktor (Fachkräftesicherung),"Bürgerschaft, Touristen",Verwaltung & Politik – Kommunen,Stadt Brilon,Nordrhein-Westfalen,59929,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100404,,
100403,Wie können wir die Erfahrungen der Coronazeit als Chancen für den attraktiven Lebens- und Wirtschaftsstandort Brilon nutzen?,Mobiles Arbeiten / Leben auf dem Land / Regionalität / attraktiver ländlicher Raum / Coworking-Spaces / Erfahrungen aus der digitalen Bildung / Medizinische Infrastruktur / demografischer Wandel / bestehende Breitbandinfrastruktur in Stadt und Dörfern,Unternehmer*innen / Arbeitnehmer*innen / Bürgerschaft / potenzielle Fachkräfte / junge Familien,Verwaltung & Politik – Kommunen,"Stadt Brilon, Hochsauerlandkreis",Nordrhein-Westfalen,59929,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100403,,
100079,Wie können wir unter einem Corona bedingten zunehmenden Trend zum Home-Office die Erosion des Sozialisationsortes Betrieb kompensieren?,"Aufgrund des wahrscheinlich nachhaltig anhaltenden Trends zum Homeoffice, aber auch akut unter Kurzarbeit und Pandemiebdingungen, halten Auszubildende vermehrt einsam die Stellung im Betrieb. Die Funktionen die der Sozialisationsort Betrieb für die Ausbildung übernimmt, aber auch bereits in Praktika zur Berufsorientierung erfüllt, kann so mancherorts nur erschwert aufrecht erhalten werden. Mit welchen innovativen Ansätzen kann man das kompensieren und/oder ergänzen und wie lassen sich diese Ansätze in betriebliches Lernen einbauen","Betriebe, Ausbilder:innen, Auszubildende",Verwaltung & Politik – Kommunen,Stadt Dortmund,Nordrhein-Westfalen,44147,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100079,,
100076,"Wie können wir die lokale Daseinsvorsorge und den Austausch von Vereinen und Menschen im Quartier krisensicher und resilient gestalten und Vernetzung sowie Austausch von Informationen, Waren und Dienstleistungen zukunftsfähig sicherstellen und geteilte Infrastrukturen anbieten?","Die Corona-Pandemie hat nochmals auf die Notwendigkeit funktionierender Netzwerke in den Quartieren hingewiesen und die zunehmende Anonymität der Großstadt als zusätzliche Gefahr offengelegt. In der resilienten Großstadt können lokale Netzwerke Zugänge zu Informationen, Waren und Dienstleistungen der lokalen Daseinsvorsorge aufrechthalten, doch mit welchen Angeboten und Infrastrukturen können wir das sicherstellen.","Vereine, Bürger:innen, lokale Ökonomie, Aktive, Initiativen, Senioren",Verwaltung & Politik – Kommunen,Stadt Dortmund,Nordrhein-Westfalen,44147,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100076,,
100199,"Wie können wir als Kommune, Kommunikation, Dialog, Diskurs, Information und Beteiligung durch Teilhabe aller (ohne soz. Ausgrenzung) zukunftsfähig gestalten? Welche Komponenten und Werkzeuge sind für die Umsetzung gut geeignet, welche weniger? Welche notwendig, welche optional?","Die großen sozialen Netzwerke, die eine Nutzerakzeptanz finden verfolgen allesamt rein kommerzielle Ansätze. Über hohe Klickzahlen werden Werbeeinnahmen generiert, über den Verkauf von Nutzerdaten die Werbetreibenden an die Plattformen gebunden oder in schlimmerer Ausprägung die Daten an Drittanbieter weitergegeben. Ziel der Netzwerke ist es also den Nutzer auf der Plattform zu halten und möglichst viele Daten preiszugeben. Die Intention, den Nutzer an der Gestaltung der Kommune teilhaben zu lassen und ihn sein analoges soziales, auch nachbarschaftliches Umfeld gestalten zu lassen fehlt hier.
Daher benötigen Kommunen eine echte Alternative in Form eines lokalen, virtuellen Raums für Begegnung, Kommunikation und Information innerhalb der Stadt, dem Stadtteil und der Nachbarschaft.",Menschen einer Stadtgesellschaft,Verwaltung & Politik – Kommunen,Stadt Freiburg,Baden-Württemberg,79102,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100199,,
100047,"Wie können wir es schaffen, dass gerade in Zeiten der Corona-Pandemie die Kindertageseinrichtungen eine schnellere, direktere und beidseitige Informationsmöglichkeit zwischen Einrichtung und Eltern zur Verfügung steht?","Die Lösung soll nur für städtische Kindertageseinrichtungen entwickelt werden.
Die Lösung kann kostenfrei von den Eltern heruntergeladen werden.
Die Lösung sollte für eine breitflächige Nutzung ausgelegt sein.
Die Kita kann Informationen, Mitteilungen und Elternbriefe veröffentlichen.
Termine und der Schließplan sind abrufbar. Zum Beispiel über einen Kalender. 
Gruppen können erstellt werden (Vorschulkinder, Elternbeirat, Gruppe usw.)
Kommunikationsmöglichkeiten mit Eltern müssen zur Verfügung stehen.
Die Lösung sollte den gängigen Datenschutzrichtlinien entsprechen (möglichst anonymisiert).
Die Lösung sollte in verschiedenen Sprachen zur Verfügung stehen.
Wichtige Informationen werden in irgendeiner Weise hervorgehoben.
Es gibt Überprüfungsmöglichkeiten ob Eltern die Infos bekommen haben.",An die Eltern und an das Kita-Personal städtischer Kindertageseinrichtungen.,Verwaltung & Politik – Kommunen,Stadt Freiburg im Breisgau,Baden-Württemberg,79106,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100047,,
100065,"Wie können wir kollaboratives Arbeiten in Zeiten von Home Office und Home Schooling für städtische Mitarbeiter:innen,  Schüler:innen und andere Akteuren:innen ermöglichen, ohne gegen den Datenschutz zu verstoßen?",,"Städtische Mitarbeiter:innen, Schüler:innen, Lehrer:innen, Bürger:innen, Unternehmen",Verwaltung & Politik – Kommunen,Stadt Freiburg im Breisgau,Baden-Württemberg,79106,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100065,,
100203,Wie können wir unsere Dritten Orte beleben und stärken?,"Die Stadt Geestland ist mir ihren rund 350km² eine der größten Flächenstädte in Niedersachsen. Sie besteht aus 16 einzelnen kleineren und größeren Ortschaften die 2015 zu einer neuen Stadt fusionierten. 
Die Splittung der Ortschaften und das immer weiter steigende Durchschnittsalter sorgt dafür, dass unsere Dritten Orten, wie beispielsweise Dorfgemeinschaftshäuser, Vereinsheime aber auch Jahrmärkte oder Veranstaltungen schlecht besucht werden. Man bleibt lieber in ""seinem Dorf"" und so sind Veranstaltungen schlecht besucht. 
Auch die DGHs erfreuen sich leider nicht der besten Beliebtheit. Wird würden gerne eine Stärkung und Belegung dieser Orte erzeugen. Eine Gemeinschaft aus Jung und Alt soll gefördert werden.",An Jung und Alt,Verwaltung & Politik – Kommunen,Stadt Geestland,Niedersachsen,27607,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100203,,
100702,"Wie können wir eine breite Masse mit unseren zukünftig digital verfügbaren Verwaltungsleistungen erreichen und auch Bürger:innen, die nicht über die notwendigen Endgeräte/ Kenntnisse verfügen (ältere Menschen), den Zugang zu einem digitalen Bürgerserviceportal gewährleisten?",,Bürgerinnen und Bürger der Stadt Gera,Verwaltung & Politik – Kommunen,Stadt Gera,Thüringen,7545,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100702,,
100644,"Wie können wir Leistungen digitalisieren, ohne Bevölkerungsgruppen abzuhängen.",,,Verwaltung & Politik – Kommunen,Stadt Grevenbroich,Nordrhein-Westfalen,41515,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100644,,
100643,Wie können wir den Haushalt durch digitale Projekte entlasten und finanzielle Mittel für wichtige Projekte generieren?,"Besonders als Sanierungskommune ist ein ausgeglichener Haushalt wichtig, Digitalisierungsvorhaben trotz Förderungsmaßnahmen i.d.R. kostspielig. Daher stellt sich die Frage, wie und welche digitalen Projekte sich auch positiv auf den Haushalt der Stadtverwaltung auswirken können.",,Verwaltung & Politik – Kommunen,Stadt Grevenbroich,Nordrhein-Westfalen,41515,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100643,,
100645,Wie können wir bei der Entwicklung eines ganzheitlichen Smart-City-Konzepts vorgehen?,"Anbieter von neuen Mobilitätskonzepte oder –technologien sprießen zurzeit überall aus dem Boden, allerdings sind nicht in jeder Stadt elektronische Fahr- oder Parkleitsysteme als Einstiegsprojekte sinnvoll. In welchen Bereichen gibt es bereits etablierte und gute Lösungen Städte smarter zu gestalten und nach welchen Kriterien wurden die Projekte zum Thema Smart-City priorisiert?",,Verwaltung & Politik – Kommunen,Stadt Grevenbroich,Nordrhein-Westfalen,41515,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100645,,
100642,"Wie können junge Unternehmen (Start-Ups) angesiedelt werden, die die Stadt auf dem Weg zur Smart-City unterstützen?",,,Verwaltung & Politik – Kommunen,Stadt Grevenbroich,Nordrhein-Westfalen,41515,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100642,,
100338,"Vereine und andere Organisationen tun sich zunehmend schwer, junge Menschen für ein bürgerschaftliches Engagement zu erreichen. Wie können wir mehr junge Menschen für ein Engagement gewinnen? Wie kann Engagement für junge Menschen attraktiver werden?",,"(1). Junge Menschen 16-26 Jahre (2). Vereine, ehrenamtlich tätige Organisationen, die mit Nachwuchsproblemen konfrontiert sind",Verwaltung & Politik – Kommunen,Stadt Gütersloh,Nordrhein-Westfalen,33330,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100338,,
100724,"Wie können wir die Attraktivität von Innenstädten und Stadtteilzentren erhalten und stäken, jetzt in der Zeit des Umbruchs im Einzelhandel, und welche Möglichkeiten gibt es, den zunehmenden Online-Handel als Chance für den stationären Handel zu nutzen?","Für die Zukunft von Innenstädten und Stadtteilzentren wird die Sicherung und Entwicklung einer attraktiven und kleinteiligen Nutzungsmischung von öffentlichen Einrichtungen, Einzelhandel und Dienstleistungen, Kultur, Gastronomie und auch Wohnen der Schlüssel sein. Dabei werden attraktive öffentliche Räume, die bauliche Qualität, eine gute Erreichbarkeit, die Vielfalt der Waren und Dienstleistungen sowie Veranstaltungsangebote wichtig sein, um die Vitalität und Ausstrahlungskraft dieser Zentren sicher zu stellen.
Die Stadt Heidelberg möchte sich aktiv bei der Entwicklung von Lösungen einbringen, z.B. als Ort für ein Reallabor zur Erprobung innovativer Ansätze bei der Stärkung der Innenstadt und der Stadtteilzentren.","Verwaltung, Einzelhändler*innen, Einzelhandelsverbände und Vereine, Eigentümer*innen von Immobilien",Verwaltung & Politik – Kommunen,Stadt Heidelberg,Baden-Württemberg,69115,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100724,,
100068,Wie können wir im Bereich der Hochschulen und andere Institute und Vereine zukünftig digital miteinander kooperieren?,"Exkursionen entfallen, viele Events finden online, reduziert oder gar nicht statt. Wie kooperieren Hochschulen und andere Institute und Vereine zukünftig digital miteinander. Wie lässt sich eine digitale Kultur des Erlebens und Zusammenwirkens etablieren? Wir können wir Digitales und Reales verbinden durch einzelne persönliche Treffen...","Hoschulen, Verwaltungen, Vereine, Instutionen, Organisationen etc.",Wissenschaft,Stadt Heilbronn,Baden-Württemberg,74072,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100068,,
100067,Wie können wir mehr Aufmerksamkeit bei Schüler*innen und Student*innen beim Thema Digitalisierung in der Lehre gewinnen?,"Unsere Beobachtungen sind, dass viele Lernende gut mit Onlineformate klarkommen, andere scheitern. Diese sind den Ablenkungen nicht gewachsen: zu viele andere Dinge kann man ""nebenbei"" auch am Rechner tun. Wie helfen wir diesen Lernenden? Wie erreichen sie wieder ein gesundes Lernverhalten? Wie schaffen wir es, diese Student*innen und Schüler*innen wieder zu motivieren und sich selbst zu organisieren?","Lehrende, Studierende, Schüler*innen",Wissenschaft,Stadt Heilbronn,Baden-Württemberg,74072,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100067,,
100069,Wie können wir als Kommunen einfach und schnell an alle Bürger*innen kommunizieren?,,"Kommunen, Verwaltungen, Bürger*innen",Verwaltung & Politik – Kommunen,Stadt Heilbronn,Baden-Württemberg,74072,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100069,,
100504,"Wie können wir erreichen, dass sich Gastronomen, Kantinen und Take-Away-Anbieter*innen auf eine Lösung für ein umwelt- und klimafreundliches (Mehrweg-) Verpackungssystem für Take-Away-Essen in unserer Stadt einigen und möglichst viele Kund*innen das System annehmen?","Takeaway-Essen erlebt während der Coronapandemie einen Boom. Oftmals kommen hier Einwegverpackungen zum Einsatz, die speziell beschichtet und damit schlecht für das Klima und die Umwelt sind. Problem: Finanzieller und logistischer Aufwand bei Mehrweg ist für einzelne Gastronomiebetriebe höher als Kosten für Einwegverpackung.","Gastronomie, Kantinenbetreiber in Firmen und Verwaltung plus Kundschaft der Angebote",Verwaltung & Politik – Kommunen,Stadt Karlsruhe,Baden-Württemberg,76133,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100504,,
100502,"Wie lässt sich erreichen, dass der stationäre Handel, insbesondere individuelle und lokale Konzepte, im Kaufentscheidungsprozess stärker berücksichtigt werden?",,Einwohner des Einzugsgebietes von Karlsruhe,Verwaltung & Politik – Kommunen,Stadt Karlsruhe,Baden-Württemberg,76133,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100502,,
100501,Wie können wir wegfallende Handelslagen in neue Orte des Zusammenlebens transformieren?,"Durch den Rückgang von Verkaufsflächen werden in der Innenstadt Einkaufslagen wegfallen. Es gibt vielfältige Ansätze, diese in lebenswerte Orte zu transformieren. Dies ist Gemeinschaftsaufgabe von Stadt, Eigentümern, aber auch der künftigen Nutzer.","Kommunen, Immobilieneigentümer, Gewerbetreibende, Gründer, Kunst-/Kulturschaffende, Studierende Einwohner",Verwaltung & Politik – Kommunen,Stadt Karlsruhe,Baden-Württemberg,76133,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100501,,
